state,month,tavg,tmin,tmax,prcp,pres,avg_river_discharge,flood
kuching,2000-01,25.5,23.7,29.9,903,1009.6,167.8465913,
kuching,2000-02,26,23.4,30.5,574,1009.3,188.350058,
kuching,2000-03,26.4,23.5,31.6,265,1009.4,79.40576713,
kuching,2000-04,26.1,23.2,32.3,372,1009.1,131.67786,
kuching,2000-05,27.1,23.6,33.3,216,1009.3,88.39329206,
kuching,2000-06,26.7,23.5,31.7,231,1009.6,75.15783003,
kuching,2000-07,26.7,23.7,31.8,145,1009.7,37.21669355,
kuching,2000-08,26.4,23.7,31.8,222,1009.4,75.55039703,
kuching,2000-09,26,23.7,31.8,312,1009.9,94.15155007,
kuching,2000-10,26,23.7,31.8,224,1009.7,147.9988791,
kuching,2000-11,26.1,23.3,31.2,323,1008.5,128.7800408,
kuching,2000-12,26.2,23.2,31.4,524,1009.1,116.8893387,
kuching,2001-01,25.7,23,30.3,513,1009.2,155.916129,
kuching,2001-02,25.6,23.1,30.2,577,1009,207.9759929,
kuching,2001-03,26.1,23.2,32.1,372,1009.6,105.0398397,
kuching,2001-04,26.4,23.4,32.3,354,1009.4,90.64152273,
kuching,2001-05,27.4,24,32.9,87,1009.4,75.91146071,
kuching,2001-06,26.7,23.2,32.5,149,1009.3,65.8061912,
kuching,2001-07,27,23,33.1,278,1009.3,26.4627275,
kuching,2001-08,27.3,23.5,33.3,138,1009.5,30.69374868,
kuching,2001-09,26.3,23.3,31.3,334,1010.1,89.0467587,
kuching,2001-10,26.4,23.5,32,471,1010,91.15374442,
kuching,2001-11,25.9,23.3,31.2,369,1010.2,137.5247057,
kuching,2001-12,26.2,23.1,30.8,145,1011.2,102.691711,
kuching,2002-01,25.6,23.3,29.4,1351,1011.1,142.0820211,
kuching,2002-02,25.5,23,29.2,819,1012.5,80.44601957,
kuching,2002-03,26.2,23.6,30.8,483,1010.7,108.4271083,
kuching,2002-04,26.8,23.7,31.9,172,1009.6,80.8610906,
kuching,2002-05,27.3,24.2,32.7,215,1009.9,80.25216965,
kuching,2002-06,26.8,23.4,32.5,195,1010,41.91013953,
kuching,2002-07,27.2,23.4,33.1,195,1010.5,14.74759833,
kuching,2002-08,26.8,22.8,32.4,238,1010.5,25.13887829,
kuching,2002-09,26.3,23,31.8,266,1011.5,49.04634027,
kuching,2002-10,26.4,23.2,32.1,216,1010.8,96.46156784,
kuching,2002-11,26.1,23.2,31.4,376,1010.6,107.1836668,
kuching,2002-12,26.5,23.5,32,194,1011.1,106.760848,
kuching,2003-01,25.8,23.3,30,760,1011.8,275.0900371,
kuching,2003-02,26,23.2,30,907,1011,129.9291402,
kuching,2003-03,26.4,23.4,31.3,464,1011,52.68852216,
kuching,2003-04,26.5,23.8,32.2,503,1010.1,105.0038639,
kuching,2003-05,27.8,24.1,33.1,216,1009.6,73.49882471,
kuching,2003-06,26.8,23.5,32.6,155,1010,30.70075012,
kuching,2003-07,26.4,23,32.1,258,1010.6,58.91295645,
kuching,2003-08,27,23.6,32.9,175,1010.2,25.97820589,
kuching,2003-09,26.5,23.3,32.7,297,1010.9,50.9265858,
kuching,2003-10,25.8,23.1,31.5,548,1010.9,123.4572129,
kuching,2003-11,26.2,23.2,31.7,313,1010.4,110.8567905,
kuching,2003-12,25.4,23.2,29.8,655,1011,181.5372006,
kuching,2004-01,25.4,23.2,29.1,1259,1011.2,163.0205469,
kuching,2004-02,25.9,23.3,30.3,247,1011.5,80.57777003,
kuching,2004-03,26.5,23.3,31.5,421,1010.6,56.43727832,
kuching,2004-04,27,23.5,32.6,227,1010.4,30.6118793,
kuching,2004-05,27.1,23.7,32.8,207,1010,30.10191119,
kuching,2004-06,27.8,23.8,33.6,129,1010.7,15.61318799,
kuching,2004-07,25.9,23,31.5,376,1010.3,36.05514239,
kuching,2004-08,27.6,23.6,33.3,124,1010.3,19.66163023,
kuching,2004-09,26,23,31,451,1011.1,40.0843747,
kuching,2004-10,26.1,23.1,31.5,295,1011.5,56.31172865,
kuching,2004-11,26.2,23.3,31.7,419,1010.7,105.0081961,
kuching,2004-12,25.6,23.3,30.2,703,1010.4,153.9473187,
kuching,2005-01,26,23.4,29.9,838,1011.4,131.5434493,
kuching,2005-02,26.5,23.6,30.6,419,1012.2,39.76026439,
kuching,2005-03,26.6,23.6,31,310,1011.8,36.80597806,
kuching,2005-04,26.6,23.2,32.4,203,1010.8,69.239383,
kuching,2005-05,26.7,23.7,31.6,302,1009.5,111.3330865,
kuching,2005-06,26.7,23.7,31.9,271,1009.1,74.44365367,
kuching,2005-07,26.7,23.5,31.9,120,1010,44.87729123,
kuching,2005-08,27.2,23.6,32.9,110,1009.8,22.93351968,
kuching,2005-09,26.6,23,32.2,257,1010.1,39.8471245,
kuching,2005-10,26.2,23.3,31.8,340,1010.1,89.94804377,
kuching,2005-11,25.9,23.1,31.8,310,1010,127.7545342,
kuching,2005-12,25.6,22.9,30.7,342,1009.3,129.7520615,
kuching,2006-01,26,23.3,30.4,443,1009.9,166.6797167,
kuching,2006-02,26.1,23.5,30.1,723,1010.1,113.3150522,
kuching,2006-03,26.8,23.6,31.7,275,1009.6,116.0009328,
kuching,2006-04,26.5,23.6,32.2,240,1009.3,123.8010435,
kuching,2006-05,26.5,23.6,32.1,230,1010.1,121.1414701,
kuching,2006-06,26.5,23.1,31.9,331,1009.8,94.70199253,
kuching,2006-07,27.5,23.6,33.3,166,1009.9,38.70540187,
kuching,2006-08,27.3,23.1,33,230,1009.7,25.52989332,
kuching,2006-09,26.2,22.9,31.6,302,1010.5,109.4180167,
kuching,2006-10,26.5,23.5,31.6,234,1011.2,90.53105168,
kuching,2006-11,26.3,23.3,31.7,157,1010,136.1625917,
kuching,2006-12,26.3,23.5,31.4,518,1009.7,160.7623487,
kuching,2007-01,25.8,23.6,29.7,823,1010.9,270.8383816,
kuching,2007-02,26,23.1,30.4,347,1011.2,180.3472825,
kuching,2007-03,26.4,23.3,31.7,250,1010,98.69531116,
kuching,2007-04,26.7,23.7,31.9,263,1010.1,92.47435377,
kuching,2007-05,27.2,23.8,32.7,333,1009.8,79.84380877,
kuching,2007-06,26.5,23.4,31.7,394,1008.3,104.6296852,
kuching,2007-07,26.6,23.5,31.9,285,1009.6,72.63090865,
kuching,2007-08,26.7,23.2,32.1,209,1009.5,52.32962361,
kuching,2007-09,26.3,23.2,31.8,369,1009.5,91.99667377,
kuching,2007-10,26.5,23.1,32.1,404,1009.5,98.60233239,
kuching,2007-11,25.8,23.2,30.9,457,1009.7,182.604085,
kuching,2007-12,25.8,23.3,30.1,637,1008.9,217.8083774,
kuching,2008-01,25.8,22.9,30.4,466,1009.9,197.1622903,
kuching,2008-02,25.4,23.2,29.1,445,1010.3,161.722967,
kuching,2008-03,25.5,22.9,30.3,465,1009.6,148.1553474,
kuching,2008-04,26.3,23.3,32,251,1008.9,120.0794133,
kuching,2008-05,27.1,23.5,32.7,347,1009.4,88.40011552,
kuching,2008-06,26.4,22.9,31.6,307,1009.8,80.29208227,
kuching,2008-07,26.3,23.3,31.2,183,1009.8,92.66371735,
kuching,2008-08,26.4,23,31.6,326,1009.6,75.88507668,
kuching,2008-09,26.3,23.2,32.1,207,1009.9,126.5265962,
kuching,2008-10,26.2,23.2,31.5,307,1010.3,113.5962156,
kuching,2008-11,26.3,23.5,31.9,482,1009.1,113.8720113,
kuching,2008-12,25.7,23.2,30.4,517,1009.1,177.6630437,
kuching,2009-01,25.2,23.3,28.3,1130,1010.7,196.7265829,
kuching,2009-02,26,23.3,30.6,390,1009.6,239.1772068,
kuching,2009-03,26,22.9,31.7,305,1010.2,156.7354848,
kuching,2009-04,26.7,23.6,32.4,418,1009.4,117.5272048,
kuching,2009-05,27.1,23.8,33.1,254,1008.7,73.96624929,
kuching,2009-06,27.3,23.8,33.2,319,1009.7,44.70161847,
kuching,2009-07,27.1,23.2,32.8,158,1009.9,48.95520445,
kuching,2009-08,27.3,23.5,33.1,231,1009.5,30.68415187,
kuching,2009-09,27.6,23.7,33,131,1009.6,62.79526203,
kuching,2009-10,26.5,23.4,32.4,623,1010.6,95.94358868,
kuching,2009-11,26.1,23.5,31.2,281,1009.1,157.587435,
kuching,2009-12,26.1,23.5,30.8,468,1010.7,206.9499287,
kuching,2010-01,26,23.3,30.2,907,1011.5,183.4164832,
kuching,2010-02,26.5,24,30.5,442,1011.2,146.4784183,
kuching,2010-03,26.5,23.7,31.2,306,1011,123.1179065,
kuching,2010-04,27.1,24,32.5,264,1010.4,108.5795881,
kuching,2010-05,27.5,24.4,32.7,409,1008.5,105.6538002,
kuching,2010-06,27.2,24,32.4,186,1010,80.53599947,
kuching,2010-07,26.3,23.5,31.6,389,1009.9,117.1025086,
kuching,2010-08,26.5,23.3,31.9,431,1009.9,100.0908693,
kuching,2010-09,26.4,23.3,31.5,337,1009.8,91.73744437,
kuching,2010-10,26.6,23.3,32.2,368,1009,98.80236661,
kuching,2010-11,26.2,23.3,31.9,198,1009,111.0311759,
kuching,2010-12,25.7,23,31.1,367,1007.7,118.9854256,
kuching,2011-01,25.5,22.9,29.7,841,1008.9,138.3585026,
kuching,2011-02,25.9,23.1,30.1,669,1009.4,120.0356895,
kuching,2011-03,26.3,23.3,31.6,190,1009.2,138.6333918,
kuching,2011-04,26.5,23.6,31.7,222,1009.6,86.96307717,
kuching,2011-05,26.9,23.5,32.9,149,1009.5,87.28338235,
kuching,2011-06,26.7,23.4,32.2,248,1009.2,56.84275553,
kuching,2011-07,26.9,23.3,32.6,214,1009.1,55.420836,
kuching,2011-08,27,23.6,32.7,199,1009.1,38.07641806,
kuching,2011-09,26.7,23.4,32.6,182,1009.7,76.925232,
kuching,2011-10,26.1,23.2,31.1,292,1009.1,102.7237611,
kuching,2011-11,26.4,23.3,32.5,482,1008.5,101.1903177,
kuching,2011-12,26.1,23.5,31.3,937,1008.8,152.4843774,
kuching,2012-01,26,23.2,30.9,822,1009.1,265.1766497,
kuching,2012-02,25.8,23,30.9,299,1009.1,147.3369128,
kuching,2012-03,26.3,23.4,31.8,409,1009.4,178.1357947,
kuching,2012-04,26.9,23.6,33,244,1009.8,114.6795878,
kuching,2012-05,27.6,24,33.8,237,1008.7,78.6757041,
kuching,2012-06,27.6,23.6,33.6,100,1009.1,60.61035147,
kuching,2012-07,26.8,23.6,32.5,220,1009.1,72.86246,
kuching,2012-08,27,23.7,32.3,318,1009.9,50.123232,
kuching,2012-09,27.4,23.6,33.4,193,1009.9,56.29474767,
kuching,2012-10,26.5,23.4,32.2,374,1009.8,86.93920242,
kuching,2012-11,26.4,23.6,32,276,1009.5,119.3227051,
kuching,2012-12,26.3,23.7,31.8,342,1008.9,152.486365,
kuching,2013-01,26.7,24,30.9,298,1010.4,108.1176803,
kuching,2013-02,26.5,23.7,31,402,1009.1,203.5149181,
kuching,2013-03,27.5,24.2,32.3,404,1010.3,99.9163951,
kuching,2013-04,27.1,24,32.9,353,1009.1,118.5830665,
kuching,2013-05,26.3,24,32.7,268,1009.4,102.43536,
kuching,2013-06,27.7,23.9,33.7,205,1008.3,50.86882203,
kuching,2013-07,26.9,23.3,32.8,179,1009.3,53.1588531,
kuching,2013-08,27.1,23.3,33,334,1009.8,48.96826965,
kuching,2013-09,26.6,23.5,32.5,218,1009.9,80.4318072,
kuching,2013-10,26.5,23.3,32.6,445,1010.6,108.2878366,
kuching,2013-11,26.1,23.2,31.8,293,1008.9,131.1327252,
kuching,2013-12,26,23.8,30.4,728,1009,201.3471516,
kuching,2014-01,25.3,22.7,29.2,409,1011.5,200.549706,
kuching,2014-02,26.5,23,31,205,1010.3,31.10018411,
kuching,2014-03,26.7,23.7,30.7,163,1010.8,52.53518797,
kuching,2014-04,26.9,23.7,32.9,417,1010.1,93.2514966,
kuching,2014-05,27.5,24.4,32.6,222,1009.5,93.11796968,
kuching,2014-06,28.1,24.4,33.7,233,1008.5,75.82318867,
kuching,2014-07,28.4,24.2,34.5,168,1009.3,46.21280103,
kuching,2014-08,26.7,23.5,32.1,537,1010.4,66.11386806,
kuching,2014-09,27.2,23.6,33,276,1010.3,85.98553167,
kuching,2014-10,26.8,23.6,32.5,249,1010.3,100.6176727,
kuching,2014-11,26.5,23.7,32.2,298,1009.9,160.0981907,
kuching,2014-12,26.4,23.7,31.9,526,1010.4,126.6790436,
kuching,2015-01,25.6,23.2,29.3,964.1,1009.7,221.2230968,
kuching,2015-02,25.9,23.4,31.8,623.7,1009.7,233.5817914,
kuching,2015-03,26.9,23.7,31.8,263.9,1009.7,79.65551658,
kuching,2015-04,27.3,23.7,31.8,263.9,1009.7,97.2601664,
kuching,2015-05,27.4,23.7,33,333.4,1009.7,98.98586252,
kuching,2015-06,27.7,24.2,32.8,316.4,1009.7,90.4358397,
kuching,2015-07,28,23.6,31.8,180.6,1009.7,26.77213565,
kuching,2015-08,27.6,23.8,32.8,184.4,1009.7,39.8273141,
kuching,2015-09,27.7,24.3,32.6,126.4,1009.7,37.62787657,
kuching,2015-10,27.3,24,32.3,222.3,1009.7,67.26127729,
kuching,2015-11,26.7,23.8,32,593.5,1009.7,143.860286,
kuching,2015-12,26.9,23.7,31.8,445,1009.7,141.4988421,
kuching,2016-01,27.2,24.4,31.3,362.7,1009.7,141.05243,
kuching,2016-02,26.6,24.1,30,1400.4,1009.7,176.2614084,
kuching,2016-03,27.2,23.7,31.8,263.9,1009.7,140.0788102,
kuching,2016-04,27.6,24.4,33.4,498.3,1009.7,120.3771993,
kuching,2016-05,27.5,24.4,32.6,394.6,1009.7,118.9516443,
kuching,2016-06,26.9,23.5,32.5,442.3,1009.7,104.2598568,
kuching,2016-07,27.6,24,33.1,173.6,1009.7,83.6766801,
kuching,2016-08,27.7,24,33.8,302.7,1009.7,49.62321732,
kuching,2016-09,26.9,23.5,33.2,297,1009.7,80.93786977,
kuching,2016-10,26.8,23.7,33,251.7,1009.7,76.88608,
kuching,2016-11,26.7,23.9,32.2,434.7,1009.7,122.2256749,
kuching,2016-12,26.8,23.8,32.2,317.2,1009.7,135.4804701,
kuching,2017-01,26.7,23.7,32,413,1009.7,113.2339201,
kuching,2017-02,26.2,23.3,30.5,467.6,1009.7,162.4484268,
kuching,2017-03,26.9,23.4,32,221.4,1009.7,152.9091531,
kuching,2017-04,26.6,23.6,32.8,435.2,1009.7,114.3297411,
kuching,2017-05,27.3,24,32.3,263.8,1009.1,114.4933403,
kuching,2017-06,27.2,23.7,32.5,294.7,1009.8,80.86346327,
kuching,2017-07,27.3,23.8,32.4,238.5,1009.7,54.77065252,
kuching,2017-08,27,23.7,31.9,383.1,1009.7,63.17198423,
kuching,2017-09,27,24,31.9,211.8,1009.7,119.6843162,
kuching,2017-10,26.9,23.7,31.8,190.3,1009.7,92.75167948,
kuching,2017-11,26.9,24,32.3,210.8,1009.7,126.4341087,
kuching,2017-12,26.6,23.7,31.8,483.9,1009.7,144.912547,
kuching,2018-01,26.4,23.7,31.8,318.5,1009.7,152.9102305,
kuching,2018-02,26.3,23.7,30,419.3,1010.8,108.2109662,
kuching,2018-03,26.8,23.7,31.5,373.4,1009.7,109.2840108,
kuching,2018-04,27.4,24.2,31.9,390.1,1009.7,102.6340502,
kuching,2018-05,27.3,24.2,32.1,225.8,1009.7,116.9189197,
kuching,2018-06,27.3,23.9,33,273.3,1009.7,72.2235493,
kuching,2018-07,28,24,33.2,266,1009,49.23003513,
kuching,2018-08,27.9,23.8,33.5,136.4,1009.3,24.1565981,
kuching,2018-09,26.9,23.4,32.1,263.9,1010.2,38.3399615,
kuching,2018-10,26.6,23.7,31.8,263.9,1010.4,139.2142613,
kuching,2018-11,26.9,23.8,32.1,351,1009.9,132.0161962,
kuching,2018-12,26.6,23.5,32,568.7,1009.6,128.5941618,
kuching,2019-01,26.7,24.2,31.4,432,1010.6,97.46963245,
kuching,2019-02,26.7,24,31,305,1011.8,101.8980714,
kuching,2019-03,27.2,24,32.1,179,1010.8,80.30621661,
kuching,2019-04,27.6,24.6,32.8,176,1009.6,83.27886007,
kuching,2019-05,28.2,24.3,33.8,232,1009.7,58.18957068,
kuching,2019-06,27.8,24.5,32.9,247,1009.5,74.90372037,
kuching,2019-07,27.6,23.9,32.8,194,1010,34.60556266,
kuching,2019-08,27.8,24,33.6,162,1009.8,16.33663497,
kuching,2019-09,28,24.1,33.5,136,1010.7,14.8231172,
kuching,2019-10,26.6,23.8,32,377,1010,65.47043,
kuching,2019-11,26.9,23.8,32.8,259,1010,113.2750964,
kuching,2019-12,26.2,23.8,30.6,580,1010.6,252.3435558,
kuching,2020-01,26.7,24.4,30.4,476,1010.5,129.0981569,
kuching,2020-02,26.6,24.1,30.5,516,1011.5,79.98303486,
kuching,2020-03,27.3,24.4,32,389,1010.5,85.23925587,
kuching,2020-04,27.5,24.4,32.7,316,1010.4,99.57404047,
kuching,2020-05,27.8,24.7,33.5,305,1009.3,109.4063314,
kuching,2020-06,26.9,23.8,32.5,266,1009.6,102.6977411,
kuching,2020-07,26.9,23.7,32.1,138,1008.9,107.2473266,
kuching,2020-08,27.2,23.7,33,255,1009.2,71.5556541,
kuching,2020-09,26.4,23.6,31.7,380,1009.6,135.730505,
kuching,2020-10,26.7,23.7,32.5,261,1009.2,112.4805779,
kuching,2020-11,26.3,23.7,31.7,292,1010.1,126.266396,
kuching,2020-12,26.4,23.6,31.2,393,1009.3,145.8285779,
kuching,2021-01,25.8,23.6,29.9,896,1009.5,162.2826055,
kuching,2021-02,26.1,23.1,30.1,597,1010.7,191.7709953,
kuching,2021-03,26.5,23.5,31.5,449,1010.1,104.4807208,
kuching,2021-04,27,23.5,32.7,162,1010.3,77.6146785,
kuching,2021-05,27.4,24.1,32.9,198,1008.9,76.05718055,
kuching,2021-06,27.2,22.7,32.8,258,1010.2,46.06328977,
kuching,2021-07,27.3,23.6,33.3,467,1009.3,34.61861216,
kuching,2021-08,26.4,23.5,31.7,335,1010.2,71.46907758,
kuching,2021-09,26.6,23.8,32.1,203,1009.7,102.6171392,
kuching,2021-10,27.2,24,32.8,268,1009.5,85.43920129,
kuching,2021-11,26.4,23.4,32,263.9,1008.7,98.62211663,
kuching,2021-12,26.5,23.8,31.5,263.9,1010,123.8447703,
kuching,2022-01,25.9,23.3,30.3,263.9,1010.2,117.6359805,
kuching,2022-02,26.6,23.5,31.9,263.9,1009.2,124.2478698,
kuching,2022-03,26.8,23.7,32,263.9,1008.8,78.9260081,
kuching,2022-04,26.7,23.6,32.7,263.9,1008.9,58.16714293,
kuching,2022-05,27.5,24.2,32.8,263.9,1008.4,72.99013819,
kuching,2022-06,26.6,23.6,31.7,154.9,1008.8,82.9944667,
kuching,2022-07,27.1,23.8,32.1,217.3,1008.2,60.69767258,
kuching,2022-08,26.5,23.4,31.7,157.2,1008.7,75.99374445,
kuching,2022-09,26.4,23.5,31.6,317.5,1009.7,116.4017606,
kuching,2022-10,26.2,23.5,31.4,286.4,1009.4,175.4644748,
kuching,2022-11,26.2,23.4,31.8,270.6,1009.5,147.2423053,
kuching,2022-12,26,23.4,30.8,564.7,1009.1,171.5236748,
kuching,2023-01,26.1,23.4,30.6,401.2,1009.5,105.0979177,
kuching,2023-02,26.2,23.7,30.5,366,1009.8,132.1186684,
kuching,2023-03,26,23.4,30.2,389.5,1010.7,219.8005077,
kuching,2023-04,27.3,23.8,32.7,297.3,1009.2,129.1668182,
kuching,2023-05,27.8,24.5,33.6,220.9,1010,61.92411435,
kuching,2023-06,27.6,24.3,33,197.7,1009.8,43.50000937,
kuching,2023-07,27.7,24.3,32.7,110.1,1010,43.30596355,
kuching,2023-08,27.4,23.9,32.9,247.3,1010.5,70.92139002,
kuching,2023-09,27.7,24.4,32.9,249.2,1009.9,184.850371,
kuching,2023-10,27.3,24.1,32.5,227.7,1011.2,178.9545308,
kuching,2023-11,26.9,24,32.3,235.2,1010,190.0729893,
kuching,2023-12,27.1,24.2,31.9,253.1,1010.4,160.8087313,
