state,month,tavg,tmin,tmax,prcp,pres,avg_river_discharge,flood
miri,2024-06,28,24.8,31.9,302.9,1009.4,33.11740877,
miri,2024-07,28.3,24.8,32.7,106.7,1008.7,28.11453337,
miri,2024-08,27.7,24.6,32,263.9,1009.7,27.74418208,
miri,2024-09,28.2,24.6,32.1,263.9,1009.7,20.0078714,
miri,2024-10,27.7,24.2,31.3,260.2,1009.6,27.00717374,
miri,2024-11,27.7,24.5,31.7,324.1,1008.6,21.3930957,
miri,2024-12,27.4,24.5,31.3,263.9,1009.7,46.6731326,
sibu,2000-01,25.8,23.1,30.5,640,1009.6,19.20750827,
sibu,2000-02,26.2,22.5,30.2,314,1009.3,17.36443243,
sibu,2000-03,26.7,23.3,32.6,230,1009.5,9.015301142,
sibu,2000-04,26.6,23.4,32.7,362,1009.7,10.37367009,
sibu,2000-05,27.5,24,33.5,176,1009.6,5.2663823,
sibu,2000-06,26.7,22.8,30.6,221,1009.9,6.423527263,
sibu,2000-07,27.1,23.4,33.1,54,1009.7,2.650688471,
sibu,2000-08,26.9,23.4,32.8,162,1009.6,6.500597997,
sibu,2000-09,26.3,23.2,32.1,459,1010.2,8.807677093,
sibu,2000-10,26.8,23.6,32.5,183,1009.5,12.64552205,
sibu,2000-11,26.5,22.7,30.8,147,1008.8,11.8208022,
sibu,2000-12,26.7,23.6,31.9,164,1009.3,12.36119947,
sibu,2001-01,26,23.2,31.1,280,1009.4,18.06792,
sibu,2001-02,26.1,23.3,31.1,369,1009,19.94896936,
sibu,2001-03,27,23.4,33.1,193,1009.8,9.378487416,
sibu,2001-04,27,23.9,32.3,337,1009.7,9.838666627,
sibu,2001-05,27.6,24.2,33.5,149,1009.7,8.241952384,
sibu,2001-06,27,23.5,32.9,143,1009.8,7.27384767,
sibu,2001-07,27.4,22.9,34.2,257,1010.3,3.233210511,
sibu,2001-08,27.6,22.9,32.4,153,1010.6,4.529281213,
sibu,2001-09,26.8,23.6,32,233,1011.3,8.524558143,
sibu,2001-10,26.6,23.6,32.2,285,1011.3,11.2559967,
sibu,2001-11,26.6,23.5,32.3,242,1011.3,12.80591462,
sibu,2001-12,26.5,23.2,32,286,1011.6,9.96151899,
sibu,2002-01,26.3,23.6,31.6,336,1010.8,12.75716032,
sibu,2002-02,26.1,23.2,31.7,322,1012.2,6.870530343,
sibu,2002-03,26.6,23.4,32.5,264,1010.6,8.285954997,
sibu,2002-04,27.1,23.9,32.8,354,1009.5,8.386981853,
sibu,2002-05,27.6,24.2,33.6,176,1009.9,7.125901239,
sibu,2002-06,27,23.4,32.8,186,1009.9,4.76851406,
sibu,2002-07,27.4,23.4,33.8,58,1010.2,2.002044405,
sibu,2002-08,26.5,22.6,32.7,250,1010.6,2.413787396,
sibu,2002-09,26.5,23,32.3,411,1011.4,3.374566327,
sibu,2002-10,26,23.1,32.2,433,1010.8,7.716391858,
sibu,2002-11,26.2,23.3,31.5,368,1010.5,9.868671107,
sibu,2002-12,26.5,23.3,32,300,1011.1,9.881717713,
sibu,2003-01,25.9,23.1,31.4,824,1011.5,30.5082464,
sibu,2003-02,26.4,23.4,31.6,327,1010.7,13.05034268,
sibu,2003-03,26.7,23.3,32.7,256,1010.9,6.147177481,
sibu,2003-04,26.5,23.5,32.8,387,1010,9.39890551,
sibu,2003-05,27.8,24,33.2,184,1009.5,6.756728106,
sibu,2003-06,26.6,23.4,32.7,146,1010.1,2.828332685,
sibu,2003-07,26.6,23.1,32.5,202,1010.5,5.603873345,
sibu,2003-08,27,23.4,33,129,1010.1,3.69868589,
sibu,2003-09,26.5,22.9,32.6,253,1010.9,4.076997477,
sibu,2003-10,26.2,23.1,31.8,289,1010.8,9.052291935,
sibu,2003-11,26.2,23.1,31.8,456,1010.3,8.21169614,
sibu,2003-12,25.8,23.3,30.7,434,1010.7,17.21634168,
sibu,2004-01,25.6,23.3,30.4,823,1011,12.31839281,
sibu,2004-02,26,23,31.6,198,1011.3,8.199796397,
sibu,2004-03,26.6,23.1,32.1,351,1010.5,6.244181261,
sibu,2004-04,26.9,23.4,32.7,323,1010.3,3.329948563,
sibu,2004-05,27,23.6,32.9,487,1009.8,3.779340635,
sibu,2004-06,27.6,23.4,33.5,175,1010.7,2.368862039,
sibu,2004-07,26.1,23.1,31.5,260,1010.3,5.717130386,
sibu,2004-08,27.3,23.3,33.1,145,1010.2,1.9673602,
sibu,2004-09,25.9,22.9,31.8,329,1011,6.25670467,
sibu,2004-10,26.3,23.1,32.2,204,1011.2,5.8426357,
sibu,2004-11,26.2,23.3,32,616,1010.6,9.067527533,
sibu,2004-12,26,23.3,31.4,579,1010.3,14.00324442,
sibu,2005-01,26.1,22.8,31.6,384,1011.4,11.7790072,
sibu,2005-02,26.2,23.5,31.3,198,1012,3.795442282,
sibu,2005-03,26.5,22.6,31,281,1011.7,4.020294068,
sibu,2005-04,27.3,23.6,33.2,190,1010.9,10.08035666,
sibu,2005-05,26.8,23.6,32.1,290,1009.6,7.715850887,
sibu,2005-06,26.8,23.5,32.4,361,1009.2,6.51567864,
sibu,2005-07,27,23.3,32.7,177,1010.1,5.047454735,
sibu,2005-08,27.2,23.5,33.1,208,1010,2.865344188,
sibu,2005-09,26.9,23.4,32.6,204,1010.2,7.495246103,
sibu,2005-10,26.4,23.4,31.9,402,1010.3,10.34446036,
sibu,2005-11,26.1,23.1,31.7,215,1010.2,11.53267937,
sibu,2005-12,25.9,22.8,31.5,311,1009.5,9.495809381,
sibu,2006-01,25.9,23.2,30.9,399,1010,14.03216898,
sibu,2006-02,26.2,23.4,31.7,231,1010.2,12.24017014,
sibu,2006-03,26.6,23.2,32.7,423,1009.8,6.295089381,
sibu,2006-04,26.4,23.4,32.5,337,1009.6,11.28629259,
sibu,2006-05,26.5,23.5,32,273,1010.3,11.76112055,
sibu,2006-06,26.7,23.4,32.2,109,1010,9.181943423,
sibu,2006-07,27.4,23.8,33.6,140,1010.1,4.216634861,
sibu,2006-08,27.3,23.2,33.3,165,1009.8,2.397441865,
sibu,2006-09,26.5,23,32,228,1010.7,7.773172107,
sibu,2006-10,26.3,23.2,31.9,108,1011.5,9.094117413,
sibu,2006-11,26.5,23.2,32,317,1010.1,12.28601212,
sibu,2006-12,26.6,23.5,31.6,409,1009.8,12.56748831,
sibu,2007-01,25.9,23.5,30.6,510,1011,17.76730845,
sibu,2007-02,26.1,23.1,31.5,503,1011.3,12.22075559,
sibu,2007-03,26.6,23,32.6,340,1010.2,13.31370584,
sibu,2007-04,26.8,23.7,32.3,304,1010.2,9.76106445,
sibu,2007-05,27.2,23.9,32.9,156,1010.1,9.1523657,
sibu,2007-06,26.6,23.7,31.8,336,1008.6,10.83294382,
sibu,2007-07,26.5,23.2,32.5,342,1009.8,8.644719771,
sibu,2007-08,27,23.3,32.7,211,1009.7,7.430957852,
sibu,2007-09,26.3,23.2,31.7,241,1009.8,12.55238801,
sibu,2007-10,26.5,23.3,32.2,208,1009.8,9.215981229,
sibu,2007-11,26,23.2,31.1,280,1010,18.22539222,
sibu,2007-12,26,23.3,30.9,514,1009,20.16755684,
sibu,2008-01,26,23,31.7,548,1010,13.71503483,
sibu,2008-02,25.4,23.1,30.1,391,1010.4,14.58767559,
sibu,2008-03,25.9,23.1,31.5,489,1009.8,17.89638169,
sibu,2008-04,26.5,23.3,32.1,314,1009.2,13.17768667,
sibu,2008-05,27.2,23.5,33.3,178,1009.7,8.347206329,
sibu,2008-06,26.6,23.2,32.2,194,1010.1,8.361321797,
sibu,2008-07,26.2,23.1,31.7,235,1010.1,10.30066367,
sibu,2008-08,26.6,23.1,32.5,337,1009.9,9.102452932,
sibu,2008-09,26.5,23.1,32.4,201,1010.2,13.75815424,
sibu,2008-10,26.4,23.3,31.7,541,1010.5,11.5777073,
sibu,2008-11,26.5,23.4,32,390,1009.4,12.73324913,
sibu,2008-12,26.1,23.4,31,690,1009.3,19.9223221,
sibu,2009-01,25.1,23.2,28.9,828,1010.7,22.32792416,
sibu,2009-02,26.2,23.2,31.5,434,1009.8,16.18909821,
sibu,2009-03,26.2,22.9,32.6,458,1010.5,14.27536484,
sibu,2009-04,27,23.5,32.7,392,1009.7,12.14702512,
sibu,2009-05,26.7,23.2,32.8,405,1009.1,6.529729535,
sibu,2009-06,27,23.5,32.8,151,1010.1,3.602120033,
sibu,2009-07,26.9,23,32.8,154,1010.2,4.124952184,
sibu,2009-08,26.8,23.1,33.2,202,1009.8,3.679592807,
sibu,2009-09,27,23.2,32.5,190,1010,5.739618103,
sibu,2009-10,26.2,23.1,32.1,276,1010.9,4.9506364,
sibu,2009-11,26.2,23.2,31.7,597,1009.4,11.89719257,
sibu,2009-12,26,23.2,31.4,362,1010.9,14.29214029,
sibu,2010-01,25.7,23.1,30.8,301,1011.7,16.59129184,
sibu,2010-02,26.8,23.7,32.3,236,1011.4,10.28873222,
sibu,2010-03,26.7,23.7,32.3,445,1011.2,6.987396881,
sibu,2010-04,26.9,23.7,32.9,127,1010.7,6.83598871,
sibu,2010-05,27.4,24.1,33,183,1008.9,7.543463458,
sibu,2010-06,26.8,23.5,32.3,257,1010.4,7.495083567,
sibu,2010-07,26.2,23.1,31.5,406,1010.3,12.73128677,
sibu,2010-08,26.4,22.9,32.3,307,1010.3,9.183717461,
sibu,2010-09,26.1,22.9,31.8,195,1010.2,12.91249454,
sibu,2010-10,26.6,23,32.6,142,1009.4,11.60524312,
sibu,2010-11,26.1,23.1,32,370,1009.3,9.772169617,
sibu,2010-12,25.9,22.8,31.5,353,1008,13.26301676,
sibu,2011-01,25.5,22.9,30.8,443,1009.1,13.93487003,
sibu,2011-02,25.7,22.8,31.3,305,1009.6,10.5104643,
sibu,2011-03,26.3,23.1,32,410,1009.6,11.31470875,
sibu,2011-04,26.4,23.3,32.5,134,1010,8.345398423,
sibu,2011-05,26.8,23.3,33,267,1009.9,9.970435523,
sibu,2011-06,26.9,23.5,32.4,222,1009.6,6.771684323,
sibu,2011-07,26.8,23.2,32.9,41,1009.2,4.580939326,
sibu,2011-08,26.7,23.2,32.9,215,1009.3,3.968251713,
sibu,2011-09,26.6,23.3,32.5,106,1009.8,6.42301401,
sibu,2011-10,26.2,23,31.7,475,1009.2,10.66164647,
sibu,2011-11,26.6,23.4,32.6,233,1008.5,11.25276923,
sibu,2011-12,26.3,23.4,31.5,465,1008.5,16.23559761,
sibu,2012-01,26,23.1,31.6,475,1008.7,19.57672377,
sibu,2012-02,26.1,23.2,31.6,332,1008.8,12.43721721,
sibu,2012-03,26.2,23,31.9,341,1008.9,15.77050306,
sibu,2012-04,26.5,23.4,32.8,311,1009.7,9.804353343,
sibu,2012-05,27,23.6,33.3,174,1008.6,5.13610661,
sibu,2012-06,27.2,23.2,33.5,170,1008.9,3.44053043,
sibu,2012-07,26.5,23.2,32.4,239,1008.9,4.516782735,
sibu,2012-08,26.5,23.1,32.2,194,1009.7,4.722099777,
sibu,2012-09,27.1,23.4,33,86,1009.8,6.07872988,
sibu,2012-10,26.4,23.5,32,288,1010.3,8.97137441,
sibu,2012-11,26.7,23.7,32,332,1010,17.76111812,
sibu,2012-12,26.5,23.6,32.1,385,1009.3,17.38800719,
sibu,2013-01,26.6,23.7,31.8,130,1010.8,22.7798225,
sibu,2013-02,26.5,23.7,31.7,381,1009.6,20.96027039,
sibu,2013-03,27.2,23.8,33.1,210,1010.2,11.36178967,
sibu,2013-04,27.1,23.8,32.8,225,1008.8,12.81507803,
sibu,2013-05,27.3,24.2,33.2,195,1008.9,10.24329675,
sibu,2013-06,28,24.2,34,64,1007.9,5.296605847,
sibu,2013-07,27,23.2,32.9,132,1008.9,6.886210939,
sibu,2013-08,27.1,23.3,33.3,265,1009.4,4.879350006,
sibu,2013-09,26.9,23.6,32.5,211,1009.4,13.47828307,
sibu,2013-10,26.5,23.1,32.7,189,1010.4,10.57970173,
sibu,2013-11,26.2,23.1,31.8,262,1008.8,12.70684325,
sibu,2013-12,26.1,23.5,31.1,514,1008.8,19.72076794,
sibu,2014-01,25,22.1,29.9,565,1011.3,19.69275803,
sibu,2014-02,26.2,22.2,32.3,38,1010.1,2.952164971,
sibu,2014-03,26.5,23.2,32.4,158,1010.5,4.229179694,
sibu,2014-04,26.6,23.4,32.6,174,1010,6.496030257,
sibu,2014-05,27,23.9,32.7,179,1009.4,7.833743248,
sibu,2014-06,28.2,24.5,33.9,38,1008.4,5.503069333,
sibu,2014-07,28.2,24.1,34.5,92,1009.3,3.061306026,
sibu,2014-08,26.1,23.2,31.7,439,1010.3,10.74200579,
sibu,2014-09,26.9,23.3,33,313,1010.3,6.41665098,
sibu,2014-10,26.3,23.1,32.3,241,1010.4,8.32160439,
sibu,2014-11,26.3,23.5,31.8,521,1009.9,13.88513498,
sibu,2014-12,26.2,23.3,31.6,584,1009.9,10.5661417,
sibu,2015-01,25.4,22.9,29.8,453.2,1009.7,15.51370803,
sibu,2015-02,25.8,23,30.5,389.6,1009.7,11.96890592,
sibu,2015-03,26.5,23.5,31.6,263.9,1009.7,4.908433748,
sibu,2015-04,27,23.7,31.8,263.9,1009.7,8.957546693,
sibu,2015-05,27.3,23.9,31.8,204.9,1009.7,9.375998913,
sibu,2015-06,27.4,24,32.8,206.9,1009.7,9.025565077,
sibu,2015-07,27.4,23.7,31.8,175.3,1009.7,4.126952394,
sibu,2015-08,27,23.7,32.5,286.3,1009.7,7.07617899,
sibu,2015-09,27.3,24,31.8,76.9,1009.7,5.713193537,
sibu,2015-10,27.3,23.9,32.7,236.5,1009.7,5.345567639,
sibu,2015-11,26.7,23.8,31.8,602.1,1009.7,15.39250257,
sibu,2015-12,26.7,23.7,31.8,499.9,1009.7,19.05518731,
sibu,2016-01,26.9,24.2,31.6,459.9,1009.7,9.510477516,
sibu,2016-02,26.9,24.3,31.5,633.6,1009.7,13.9687351,
sibu,2016-03,27.2,23.7,31.8,646,1009.7,9.1464396,
sibu,2016-04,27.8,24.6,33.6,418.2,1009.7,6.663052183,
sibu,2016-05,27.6,24.6,31.8,305.2,1009.7,9.446099123,
sibu,2016-06,27.3,24,32.6,318.3,1009.7,10.56563292,
sibu,2016-07,27.1,23.9,32.9,268,1009.7,8.490391071,
sibu,2016-08,28.2,24.1,33.9,266.7,1009.7,5.338167,
sibu,2016-09,27.1,23.7,32.8,356.6,1009.7,9.600457123,
sibu,2016-10,27.2,23.7,32.8,263.9,1009.7,7.862863684,
sibu,2016-11,26.6,23.8,32.2,565.3,1009.7,14.30161408,
sibu,2016-12,26.5,23.3,32.1,424.8,1009.7,12.98436659,
sibu,2017-01,26.6,23.6,32.2,634.8,1009.7,10.91440298,
sibu,2017-02,26,23.7,31,796.4,1009.7,12.4373074,
sibu,2017-03,26.6,23.4,32.3,347.8,1009.7,11.80801113,
sibu,2017-04,26.9,23.7,32.6,486,1009.7,11.94478733,
sibu,2017-05,27.5,24.3,32.9,251.3,1009.7,10.15767075,
sibu,2017-06,27,23.8,32,191,1009.7,6.26486348,
sibu,2017-07,27.5,24,31.8,151.5,1009.7,5.149362655,
sibu,2017-08,26.6,23.7,31.8,348.3,1009.7,6.461727916,
sibu,2017-09,26.4,23.3,31.8,414.6,1009.7,16.42313515,
sibu,2017-10,26.8,23.7,31.8,187.2,1009.7,8.458101368,
sibu,2017-11,26.6,23.9,31.5,382.4,1009.7,11.99276033,
sibu,2017-12,26.5,23.6,31.5,421,1009.7,23.54053103,
sibu,2018-01,26.1,23.3,31.8,658.5,1009.7,19.9438141,
sibu,2018-02,26,23.1,30.7,321.3,1009.7,11.6256307,
sibu,2018-03,26.6,23.7,31.8,252.7,1009.7,10.4423176,
sibu,2018-04,27.2,23.9,32.6,293,1009.7,8.767919617,
sibu,2018-05,26.9,23.8,31.8,225.8,1009.7,9.804997645,
sibu,2018-06,26.9,23.5,32.5,291,1009.7,8.14797501,
sibu,2018-07,27.4,23.7,33,72,1009.7,4.686499906,
sibu,2018-08,27.6,23.6,33.6,183.9,1009.7,2.329193365,
sibu,2018-09,26.5,23.1,31.8,263.9,1009.7,5.54225848,
sibu,2018-10,26.2,23.4,31.4,212.2,1009.7,10.1953186,
sibu,2018-11,26.7,23.6,31.8,406.6,1009.8,13.06528302,
sibu,2018-12,26.6,23.6,31.8,510.8,1009.7,12.1748081,
sibu,2019-01,26.4,23.8,31.7,452,1010.5,8.913735984,
sibu,2019-02,26.5,23.7,31.5,436,1011.7,10.05889661,
sibu,2019-03,27,23.5,33.2,169,1010.8,4.618796761,
sibu,2019-04,27.3,24.1,33,401,1009.5,5.990207683,
sibu,2019-05,27.5,24,33.5,137,1009.6,6.362816784,
sibu,2019-06,27,24.1,32.8,197,1009.3,8.88317294,
sibu,2019-07,26.9,23.4,32.5,104,1009.6,3.748138635,
sibu,2019-08,27.2,23.6,33.4,257,1009.5,1.894640225,
sibu,2019-09,27.4,24.1,33.5,79,1010.3,1.678555246,
sibu,2019-10,26.2,23.4,31.5,129,1010.1,8.430179474,
sibu,2019-11,26.8,23.8,32.8,259,1010.1,11.10002988,
sibu,2019-12,26.2,23.6,31.4,397,1010.5,13.33415306,
sibu,2020-01,26.6,24.2,31.8,210,1010.4,11.36821448,
sibu,2020-02,26.5,23.8,31.6,310,1011.5,8.398128183,
sibu,2020-03,27.1,24.1,32.7,296,1010.6,10.59183265,
sibu,2020-04,27.1,24.2,33,193,1010.4,10.8111857,
sibu,2020-05,27.8,24.6,33.5,336,1009.4,10.99119593,
sibu,2020-06,26.9,23.9,32.5,389,1009.7,9.277298613,
sibu,2020-07,26.5,23.7,32.1,363,1009,14.8295174,
sibu,2020-08,27.2,23.6,32.9,181,1009.2,9.138728048,
sibu,2020-09,26.2,23.4,31.9,248,1009.5,21.09807198,
sibu,2020-10,26.8,23.6,32.6,214,1008.8,11.87215109,
sibu,2020-11,26.4,23.6,31.8,336,1009.6,12.6454833,
sibu,2020-12,26.3,23.8,31.3,204,1008.8,17.08867939,
sibu,2021-01,25.8,23.4,30.6,558,1009,15.12962913,
sibu,2021-02,26.1,23,31.4,149,1010.2,8.470030057,
sibu,2021-03,26.4,23.4,32.5,286,1009.7,8.498151468,
sibu,2021-04,27.1,23.5,33.6,127,1010,6.684033353,
sibu,2021-05,27.3,24,33.1,340,1008.7,10.5324833,
sibu,2021-06,27.1,23.6,32.8,254,1009.9,5.72544999,
sibu,2021-07,27.5,23.9,33.2,89,1009,5.538999971,
sibu,2021-08,26.3,23.2,31.8,320,1010,8.496239284,
sibu,2021-09,26.5,23.6,32,218,1009.5,12.10298614,
sibu,2021-10,27.3,24,33.1,347,1009.3,9.919176655,
sibu,2021-11,27,23.7,32.2,287.6,1008.4,9.21964425,
sibu,2021-12,26.7,23.7,32.5,378.4,1009.7,11.51876246,
sibu,2022-01,26.2,23.6,31,229.8,1009.8,15.21724245,
sibu,2022-02,26.5,23.6,32.2,396.5,1008.9,15.06893414,
sibu,2022-03,26.8,23.6,32.5,164.2,1008.5,11.53275198,
sibu,2022-04,26.3,23.2,32.1,268.1,1008.7,6.33082921,
sibu,2022-05,27.3,23.9,32.9,263.9,1008.4,7.579274948,
sibu,2022-06,25.9,23,31.2,414.8,1008.8,12.27974484,
sibu,2022-07,26.6,23.1,32.5,91.5,1008.2,5.377324948,
sibu,2022-08,26.1,23,31.5,337.3,1008.6,8.029336726,
sibu,2022-09,25.9,23,31.2,267,1009.6,15.38832333,
sibu,2022-10,26.6,23.6,31.3,301.6,1009.2,17.88396495,
sibu,2022-11,26.2,23.4,31.4,325.1,1009.2,14.18111442,
sibu,2022-12,25.8,23.1,30.6,387.7,1008.7,15.09691175,
sibu,2023-01,25.7,23,30.6,269.4,1009.1,9.913989142,
sibu,2023-02,26,23.1,30.9,223.9,1009.4,16.52061443,
sibu,2023-03,26.2,23.2,31.1,339.3,1010.3,18.10279889,
sibu,2023-04,26.9,23.6,32.3,136.5,1009.4,6.609964053,
sibu,2023-05,27.8,24.2,33.4,130.6,1010.4,5.726918677,
sibu,2023-06,27.2,24,32.9,227.6,1010.1,3.284778587,
sibu,2023-07,27.1,23.6,32.5,113,1010.5,4.765956232,
sibu,2023-08,27,23.8,32.7,157.5,1010.8,4.495447426,
sibu,2023-09,27,24,32.3,171,1009.6,12.18009772,
sibu,2023-10,26.8,23.8,32.1,276.5,1010.9,11.22717247,
sibu,2023-11,26.9,24,32.1,280.8,1009.8,12.02669333,
sibu,2023-12,26.7,23.8,31.9,284.1,1010.4,18.50368744,
sibu,2024-01,26.5,24,31.1,282.9,1011.3,21.31328676,
sibu,2024-02,27,24.3,31.7,168.9,1012.1,13.86256193,
sibu,2024-03,27,24.4,31.8,221.7,1011,13.08744537,
sibu,2024-04,27.7,24.5,32.8,233.7,1009.1,11.54725007,
sibu,2024-05,27.6,24.6,32.3,290.8,1008.8,11.44218997,
sibu,2024-06,26.9,24.1,32,342.8,1009.5,11.73630384,
sibu,2024-07,27.6,24.1,32.9,105.3,1008.7,9.122522435,
sibu,2024-08,26.4,23.5,31.5,263.9,1009.7,7.421424229,
sibu,2024-09,27.6,24,32.6,263.9,1009.7,4.8991307,
sibu,2024-10,26.9,23.8,32,149.5,1009.4,7.663121658,
sibu,2024-11,26.6,23.9,31.6,282.3,1008.5,9.84591086,
sibu,2024-12,27,23.9,31.9,263.9,1009.7,13.10739758,
